problem_id,category_id,level,solved,name,topics
1141,3,9,228,"Growing Strings","string"
1142,1,1,17733,"PUM","repetition"
1143,1,1,16036,"Squared and Cubic","repetition"
1144,1,1,13184,"Logical Sequence","repetition"
1145,1,1,13107,"Logical Sequence 2","repetition"
1146,1,1,14012,"Growing Sequences","repetition"
1147,2,3,629,"Knight Scape","ad hoc"
1148,7,3,2056,"Countries at War","graph, dijkstra"
1149,1,1,11046,"Summing Consecutive Integers","repetition"
1150,1,1,9983,"Exceeding Z","repetition"
1151,1,1,17111,"Easy Fibonacci","repetition"
1152,7,3,2219,"Dark Roads","graph, mst, kruskal"
1153,1,1,17748,"Simple Factorial","repetition"
1154,1,1,15382,"Ages","repetition"
1155,1,1,12135,"S Sequence","repetition"
1156,1,1,10943,"S Sequence II","repetition"
1157,1,1,14917,"Divisors I","repetition"
1158,1,1,11384,"Sum of Consecutive Odd Numbers III","repetition"
1159,1,1,11983,"Sum of Consecutive Even Numbers","repetition"
1160,1,2,10348,"Population Increase","repetition"
1161,5,1,8223,"Factorial Sum","math, factorial"
1162,4,3,2536,"Train Swapping","sort, counting inversions, mergesort"
1163,5,5,589,"Angry Ducks","math"
1164,1,1,14536,"Perfect Number","repetition"
1165,1,1,14968,"Prime Number","repetition"
1166,6,5,437,"Hanoi Tower Troubles Again!","dinamic programming"
1167,4,3,983,"Summer Camp","list, simulation, ad hoc"
1168,3,1,12805,"LED","string"
1169,5,1,3595,"Grains in a Chess Board","simple math"
1170,5,1,5861,"Blobs","simple math"
1171,2,2,5226,"Number Frequence","ad hoc, counting sort"
1172,1,1,23459,"Array Replacement I","array"
1173,1,1,21381,"Array fill I","array"
1174,1,1,18021,"Array Selection I","array"
1175,1,1,18543,"Array change I","array"
1176,1,1,14099,"Fibonacci Array","array"
1177,1,1,16177,"Array Fill II","array"
1178,1,1,15064,"Array Fill III","array"
1179,1,1,11151,"Array Fill IV","array"
1180,1,1,18273,"Lowest Number and Position","array"
1181,1,1,15559,"Line in Array","bidimensional array"
1182,1,1,13263,"Column in Array","bidimensional array"
1183,1,1,12829,"Above the Main Diagonal","bidimensional array"
1184,1,1,10236,"Below the Main Diagonal","bidimensional array"
1185,1,1,9729,"Above the Secundary Diagonal","bidimensional array"
1186,1,1,9991,"Below the Secundary Diagonal","bidimensional array"
1187,1,1,9772,"Top Area","bidimensional array"
1188,1,1,8493,"Inferior Area","bidimensional array"
1189,1,1,8076,"Left Area","bidimensional array"
1190,1,1,8580,"Right Area","bidimensional array"
1191,7,4,1159,"Tree Recovery","binary tree, recursivity"
1192,2,2,4191,"Paula's Mathematic Game","ad hoc, string"
1193,5,3,1897,"Base Conversion","math, ad hoc, simple conversion"
1194,7,3,916,"Pre, In and Post","binary tree, pre, in and post-order"
1195,7,4,1863,"Binary Search Tree","binary search tree, pre, in, post order"
1196,2,2,2002,"WERTYU","ad hoc, real life problems"
1197,5,1,5002,"Back to High School Physics","phisics, math"
1198,5,1,4866,"Hashmat the Brave Warrior","simple math"
1199,5,2,2316,"Simple Base Conversion","math, ad hoc, base conversion"
1200,7,4,864,"BST Operations I","binary search tree"
1201,7,5,540,"BST Operations II","binary search tree"
1202,5,4,559,"White Nights Festival","math"
1203,6,4,608,"St. Petersburg Bridges","dynamic programming"
1204,8,5,85,"Myachowski, Russian Football","geometry, math"
1205,7,4,441,"Siege of Leningrad","graph"
1206,2,3,187,"Challenge of St. Petersburg","ad hoc"
1207,7,6,66,"The Benefits of Vodka","graph"
1208,7,6,100,"St. Petersburg Dynasties","graph, pairing"
1209,2,3,499,"St. Petersburg Parties","ad hoc, graph modelling"
1210,6,5,354,"Optimal Production of Great Vodka","dynamic programming"
1211,4,2,1710,"Economic Phonebook","structures, sort"
1212,5,2,2408,"Primary Arithmetic","math, division and mod (%)"
1213,5,4,1083,"Ones","math"
1214,5,2,3282,"Above Average","math"
1215,4,3,1063,"Andy's First Dictionary","sorting, binary tree, in order traversal, string"
1216,2,1,3742,"Getline One","ad hoc, getline and cin.get"
1217,2,2,2124,"Getline Two - Fruits","ad hoc, getline,stringstream and cin.get()"
1218,2,2,1393,"Getline Three -  Shoes","ad hoc, getline, stringstream and cin.get()"
1219,5,4,1134,"Colourful Flowers","triangles and circles"
1220,5,3,608,"The Trip","math, ad hoc"
1221,5,2,5113,"Fast Prime Number","math"
1222,3,3,1277,"Short Story Competition","string, ad hoc, greed"
1223,8,5,349,"Toboggan of Marbles","distance pt-pt and pt-segments of lines"
1224,6,6,561,"Cards","dp"
1225,2,3,774,"Perfect Choir","ad hoc"
1226,6,6,213,"Space Elevator","a definir"
1227,7,6,219,"Midnight Cowboy","graph"
1228,2,3,1337,"Start Grid","ad hoc"
1229,6,7,216,"Combating Cancer","tree"
1230,5,7,42,"Integral","math, integral"
1231,6,6,92,"Words","finite automata"
1232,5,6,174,"Rubik Cycle","combinatory"
1233,5,6,537,"Star","math, numbers theory"
1234,3,2,5172,"Dancing Sentence","string"
1235,3,2,3664,"Inside Out","string"
1236,4,4,438,"Compressing Null and White","compressing"
1237,3,3,1994,"Compare Substring","lcs"
1238,3,2,5439,"Combiner","string"
1239,3,2,2139,"Bloggo Shortcuts","string"
1240,5,1,3958,"Fit or Dont Fit I","simple math, division and mod"
1241,3,2,4206,"Fit or Dont Fit II","string, big number"
1242,4,3,604,"Alien Ribonucleic Acid","stack, string"
1243,3,3,851,"How Easy","string"
1244,4,3,2237,"Sort by Length","sort with structure, string"
1245,2,2,2915,"Lost Boots","ad hoc"
1246,2,3,791,"Parking Lot","ad hoc"
1247,5,2,2155,"Coast Guard","math, ad hoc"
1248,3,2,1243,"Diet Plan","ad hoc, stl find and erase"
1249,3,2,2894,"Rot13","ad hoc"
1250,2,2,1846,"KiloMan","ad hoc, simulation"
1251,4,3,1557,"Tell me the Frequencies!","sort with struct, string, frequency counting,"
1252,4,4,1311,"Sort! Sort!! And Sort!!!","sort (optional with struct), stl sort"
1253,3,2,6016,"Caesar Cipher","string"
1254,3,3,599,"Tag Replacement","string"
1255,3,2,2677,"Letter Frequency","string, frequency counting"
1256,4,3,2014,"Hash Tables","hashing"
1257,3,3,2661,"Array Hash","string, hashing"
1258,4,3,1499,"T-Shirts","sort with struct"
1259,4,3,4188,"Even and Odd","sort"
1260,4,3,1281,"Hardwood Species","maps, c++ stl maps"
1261,4,3,1132,"Hay Points","maps, c++ stl maps"
1262,3,2,1373,"Multiple Reading","string, ad hoc"
1263,3,2,1665,"Alliteration","string"
1264,5,5,290,"An Easy Problem!","bignum, base number variant"
1265,6,5,117,"Computer DJ","dynamic programming"
1266,2,3,982,"Tornado!","ad hoc"
1267,2,2,1768,"Pascal Library","ad hoc"
1268,8,9,21,"Mission Impossible","point line segment distance, dfs"
1269,6,6,36,"ICPC Strikes Again","dynamic programming, dfs, sort"
1270,7,8,93,"Optical Fiber","dfs, dynamic programming"
1271,2,4,644,"Where Are My Genes","ad hoc"
1272,3,2,3406,"Hidden Message","ad hoc"
1273,3,2,2451,"Justifier","ad hoc, c++ setw"
1274,4,6,80,"P-Networks","ad hoc"
1275,7,8,14,"Light Up","unknown"
1276,3,3,810,"Letter Range","ad hoc"
1277,3,2,1397,"Short Attendance","ad hoc"
1278,3,3,886,"Justifier II","ad hoc"
1279,5,4,944,"Leap Year or Not Leap Year and …","bignum, modular arithmetic, ad hoc, date"
1280,5,6,75,"Friends","bignum, ad hoc"
1281,4,2,2785,"Going to the Market","maps, stl maps"
1282,6,9,145,"Arranging Heaps","dp, directed acyclic graph (dag)"
1283,6,9,28,"Boxes and Stones","unknown"
1284,3,6,408,"Cellphone Typing","suffix tree"
1285,2,3,1892,"Different Digits","ad hoc"
1286,6,4,1738,"Motoboy","0-1 knapsack"
1287,3,3,818,"Friendly Int Parser","ad hoc"
1288,6,4,1184,"Destruction Cannon","0-1 knapsack"
1289,5,4,231,"What is the Probability?","probability theory"
1290,2,4,128,"Very Special Boxes","ad-hoc"
1291,8,4,381,"Is This Integration?","geometry, circles"
1292,8,4,882,"Trouble with a Pentagon","computational geometry, triangles"
1293,8,5,62,"Romeo & Juliet!","computational geometry, triangles, circles"
1294,8,5,317,"The Largest and Smallest Box","computational geometry, quadratic equation, calculus"
1295,8,4,703,"The Closest Pair Problem","computational geometry, divide_and_conquer"
1296,8,6,312,"Medians","computational geometry, triangles"
1297,5,7,136,"Environment Protection","unknown"
1298,7,7,76,"Fix the Maze","bfs"
1299,6,7,36,"Game of Tiles","unknown"
1300,2,2,1708,"Hours and Minutes","ad hoc"
1301,4,5,815,"Interval Product","segment tree, lazy propagation"
1302,7,7,124,"Joining Couples","unknown"
1303,4,2,774,"Spurs Rocks","sort (struct sort)"
1304,5,2,566,"Average Speed","math, ad hoc"
1305,3,2,1088,"Cut Off Rounder","string"
1306,5,2,991,"Numbering Roads","math"
1307,5,3,1113,"All You Need Is Love","gcd"
1308,5,3,1067,"Etruscan Warriors Never Play Chess","math, arithmetic progression"
1309,5,2,1380,"Monetary Formatting","ad hoc"
1310,6,3,1881,"Profit","dp, maximum sum contiguous subsequence"
1311,2,4,344,"Army Buddies","unknown"
1312,6,6,222,"Ball Stacking","dynamic programming"
1313,3,8,87,"Diccionario Portuñol","unknown"
1314,7,5,243,"Hedge Mazes","bridges, connected components"
1315,8,8,20,"Not too Convex Hull","unknown"
1316,5,6,66,"Duty Free Shop","unknown"
1317,7,5,176,"I Hate SPAM, But Some People Love It","bfs or dfs"
1318,2,2,2122,"Fake Tickets","ad hoc"
1319,6,6,97,"Hyperactive Girl","dp"
1320,2,6,40,"Ingenious Metro","unknown"
1321,2,4,398,"Jollo","card games"
1322,7,7,155,"Kids' Wishes","dfs"
1323,5,2,3157,"Feynman","math, combinatorics"
1324,5,7,15,"Higgs Boson","mathematics"
1325,6,9,69,"Bubble Maps","unknown"
1326,4,8,18,"Chemistry","unknown"
1327,2,3,142,"Drop Out","unknown"
1328,7,6,35,"Go Easy","unknown"
1329,2,1,6042,"Head or Tail","ad hoc"
1330,7,4,184,"Uncle Tom’s Inherited Land","maximum matching"
1331,2,6,22,"Blocks","unknown"
1332,3,1,5309,"One-Two-Three","ad hoc"
1333,2,7,22,"Candy’s Candy","unknown"
1334,7,8,10,"Electrical Pollution","graphs"
1335,3,7,62,"File Retrieval","ad hoc"
1336,8,8,33,"Garden Fence","computacional geometry"
1337,2,4,410,"King’s Poker","card game"
1338,5,5,50,"It-Miha","unknown"
1339,2,9,62,"Grandpa's Rubik","unknown"
1340,4,4,1551,"I Can Guess the Data Structure!","stack, queue, priority queue"
1341,3,7,177,"Kids in a Grid","strings; longest common subsequence (lcs)"
1342,2,3,471,"Dice","unknown"
1343,2,6,55,"Runner Pawns","unknown"
1344,7,5,78,"Telecommunication Partners","graphs"
1345,8,7,21,"Secure Region","unknown"
1346,5,6,14,"Child Play","unknown"
1347,5,5,22,"Kryptonite Mine","unknown"
1348,7,6,82,"X-Mart","2-sat"
1349,2,7,117,"Noise Effect","unknown"
1350,6,6,44,"This Sentence is False","dp, dfs"
1351,2,3,193,"Supermarket","unknown"
1352,5,6,38,"Square Lottery","unknown"
1353,5,6,6,"Super Poker","unknown"
1354,6,8,10,"Bigger Square Please","backtracking"
1355,3,7,2,"Compressor","unknown"
1356,4,8,119,"Jupiter Attacks!","ad hoc"
1357,2,3,484,"In Braille","unknown"
1358,8,8,27,"Cutting Edge","unknown"
1359,2,7,44,"Land Division Tax","unknown"
1360,2,4,88,"Magic Trick","unknown"
1361,2,4,260,"Building Designing","ad hoc, sort"
1362,7,4,495,"My T-Shirt Suits Me","bipartite matching; maximum flow"
1363,2,4,90,"Car Plates Competition","unknown"
1364,3,4,275,"Emoticons :-)","unknown"
1365,6,6,113,"Finding Seats","dp"
1366,2,2,955,"Sticks Game","unknown"
1367,3,2,1338,"Help!","data structures"
1368,2,3,145,"Colorful Cubes","unknown"
1369,2,7,9,"Memory Manager","unknown"
1370,8,7,48,"Regatta of Scientists","unknown"
1371,5,6,1180,"Close the Doors!","mathematics"
1372,6,6,312,"Candy","dp"
1373,3,5,198,"DNA Subsequences","unknown"
1374,2,4,139,"Electricity","unknown"
1375,2,2,899,"Pole Position","unknown"
1376,5,5,100,"Brothers","unknown"
1377,3,6,75,"File Recover","unknown"
1378,2,6,210,"Isosceles Triangles","geometry; sorting; combinatorics"
1379,2,2,1525,"Mean Median Problem","ad hoc"
1380,5,4,220,"Bacilli Population Growth","unknown"
1381,5,5,220,"Diophantine Equations","unknown"
1382,4,3,461,"Elementary, my Dear Watson!","unknown"
1383,2,2,1968,"Sudoku","matrices"
1384,7,7,111,"Lazy Jumping Frog","graphs"
1385,3,7,19,"Report Recovery","unknown"
1386,3,7,18,"Ambiguous Codes","unknown"
1387,2,1,4850,"Og","simple implementation"
1388,4,6,157,"Where Are The Bubbles?","sorting"
1389,7,8,52,"Traveling Shoemaker Problem","unknown"
1390,5,7,28,"Bases","unknown"
1391,7,7,168,"Almost Shortest Path","unknown"
1392,5,5,133,"Electric Bill","unknown"
1393,5,2,1297,"Hexagonal Tiles","unknown"
1394,7,5,162,"Hooligan","flow"
1395,6,8,14,"Numbers and Operations","backtracking"
1396,6,4,118,"There's an Exam from Cris Today!","greedy; sorting"
1397,2,1,3866,"Game of The Greatest","counters"
1398,5,3,413,"Ocean Deep! Make it Shallow!!","modular arithmetic"
1399,5,5,142,"Array Transformer","ad hoc"
1400,5,3,400,"Counting Game","ad hoc"
1401,4,3,846,"Generating Fast, Sorted Permutation","sorting, permutations (next permutations)"
1402,7,6,54,"Will Indiana Jones Get There?","dijkstra modified, segments, sssp"
1403,2,5,690,"Grandpa is Famous","unknown"
1404,2,4,126,"MegaCheckers","ad hoc"
1405,4,8,18,"The Halting Problem","unknown"
1406,3,7,20,"Jukebox","pd"
1407,2,3,383,"Weekend Lottery","unknown"
1408,6,6,208,"Mario","dp"
1409,7,7,198,"Zak Galou","graph, knapsack problem."
1410,2,2,1404,"He is Offside!","ad hoc"
1411,8,7,50,"Shrinking Polygons","polygons"
1412,6,7,59,"Code Lock","pd, greed"
1413,7,7,49,"Hurry Up!","maximum flow with minimum cost"
1414,2,2,1015,"World Cup","ad hoc"
1415,7,7,61,"Galou is Back!","unknown"
1416,6,5,53,"ICPC Scoreboard","unknown"
1417,7,6,29,"Justice League","unknown"
1418,2,7,63,"Another Crisis","unkown"
1419,2,2,791,"Bakugan","unknown"
1420,2,4,85,"Counting Seconds","ad hoc"
1421,2,7,85,"Tic-Tac-Toe?","ad hoc"
1422,5,5,85,"Bacteria","linear transformation; logarithm powering"
1423,7,6,87,"Adventure of Super Mario","dijkstra, bellman-ford"
1424,4,4,1048,"Easy Problem from Rujia Liu?","simple structures; maps"
1425,4,5,317,"Gift?!","queue"
1426,2,2,1048,"Add Bricks in The Wall","matrix; simple linear system"
1427,7,5,104,"The Scrooge Co Problem","minimum path; dijkstra; floyd-warshall"
1428,2,2,924,"Searching for Nessy","ad-hoc"
1429,5,2,1697,"Factorial Again!","mathematics"
1430,4,2,1586,"Jingle Composing","maps, stl maps"
1431,2,4,108,"Klingon Levels","ad hoc, sort"
1432,6,8,23,"Triple-Free Binary Strings","backtracking, bit manipulations"
1433,5,5,59,"The Splitting Club","unknown"
1434,5,6,21,"Roman Patrollers","unknown"
1435,1,1,7236,"Square Matrix I","bidimensional array"
1436,5,1,2547,"Brick Game","math, median"
1437,2,1,3228,"Turn Left!","ad hoc"
1438,2,4,244,"Unloading Boxes","ad hoc"
1439,4,6,122,"Bora Bora","implementation, simulation"
1440,2,5,125,"Dinner Hall","ad hoc"
1441,2,2,1522,"Hailstone Sequences","ad hoc"
1442,7,4,183,"Street Deviation","graph conectivity, tarjan, bridges"
1443,2,4,63,"Traffic Jam","ad hoc"
1444,5,2,581,"Drakes' Racing","unknown"
1445,2,3,257,"Who's Going To The Party?","ad hoc"
1446,8,8,13,"Venn Diagram?","convex uull, polygon intersection"
1447,7,6,96,"Back to the Future","net flow, ford-fulkerson, edmonds karp"
1448,3,2,906,"Chinese Whispers","counters"
1449,4,3,522,"The Fantastic Jaspion","maps, stl maps"
1450,5,4,56,"Ramesses' Games","polinomial algorithm"
1451,4,3,1001,"Broken Keyboard","list, stl list, ad hoc"
1452,4,3,346,"Gloud Computing","maps, stl maps, ad hoc"
1453,2,6,13,"Crossword With No Words","unknown"
1454,7,6,260,"The Country of Bicycles","dijkstra"
1455,8,7,103,"ICPC Finals","unknown"
1456,3,3,265,"Brainfuck","string, ad-hoc"
1457,5,2,1568,"Oracle of Alexandria","ad-hoc, simple math"
1458,3,4,180,"SMS Championship","unknown"
1459,2,3,702,"Focus","unknown"
1460,2,8,120,"Grapevine","unknown"
1461,7,7,15,"Optimal Symmetric Paths","graphs; shortest path; paths enumeration"
1462,7,8,192,"Popularity in the Facebook","graph degree seq. erdõs-gallai theorem"
1463,7,5,97,"Binary Expression Tree","expression binary tree, level order tree"
1464,8,4,274,"Onion Layers","convex hull"
1465,5,4,114,"Complex, Difficult and Complicated","unknown"
1466,7,4,709,"Level Order Tree Traversal","binary search tree, level order tree"
1467,2,1,5457,"Zero or One","ad-hoc"
1468,8,7,106,"Balloon","line segments, dp"
1469,7,4,854,"Boss","dfs"
1470,2,6,227,"Folding Machine","unknown"
1471,2,2,2474,"Dangerous Dive","ad-hoc"
1472,2,3,1053,"Triangles","ad hoc"
1473,6,6,271,"Lines of Containers","unknown"
1474,6,6,251,"Buses","recurrence, dp"
1475,6,5,280,"Patches","dynamic programming"
1476,7,7,357,"Trucks","unknown"
1477,4,8,470,"Man, Elephant and Mouse","segment tree, lazy propagation"
1478,1,1,5657,"Square Matrix II","bidimensional array"
1479,7,7,132,"Help your Commander","sssp- ramalingam and reps"
1480,2,4,100,"The Famous Mine Sweeper","simulation"
1481,5,7,45,"Zing Zhu’s Oyster Farm","mathematics"
1482,7,4,174,"Long Night of Museums","backtracking/graphs"
1483,2,3,321,"Animal Game","ad-hoc"
1484,5,7,32,"Type & Add","mathematics"
1485,6,6,107,"Turkish Roulette","unkown"
1486,2,2,613,"Biochemical Digital Circuit","unkown"
1487,6,2,588,"Six Flags","knapsack, pd, bfs"
1488,5,5,121,"Magic Numbers?","numbers theory"
1489,7,8,25,"Software Engineering","graphs"
1490,7,5,530,"Attacking Rooks","graphs"
1491,3,8,37,"Blogger Language","unknown"
1492,5,4,634,"Counting Ones","unknown"
1493,6,7,134,"Disjoint Water Supply","unknown"
1494,6,7,114,"Eleven","dp"
1495,2,2,1288,"Football","ad hoc, dp"
1496,2,6,110,"Go up the "Ultras"","ad hoc"
1497,8,9,51,"Hide and Seek","unknown"
1498,7,8,42,"Inverting Huffman","graphs, dp"
1499,7,6,128,"Join Two Kingdoms","unknown"
1500,4,7,606,"Horrible Queries","segment tree, lazy propagation"
1501,5,5,154,"How Many Zeros and How Many Digits?","prime factors"
1502,7,6,12,"Corridor Crossing","-"
1503,3,8,69,"Largest Common Palindrome Must You Find","-"
1504,8,7,6,"Curo Railroad","-"
1505,5,5,41,"Curo Factories","-"
1506,7,6,8,"Rabito and Bones","dijkstra"
1507,4,3,1123,"Subsequences","binary search"
1508,2,6,18,"Laser Beam","-"
1509,6,5,46,"Counting Ambiguities","dynamic programming"
1510,6,8,9,"The Sightseeing Tour","-"
1511,4,8,89,"GCD Grid","segment tree 2d"
1512,5,3,662,"Tiles","inclusion-exclusion"
1513,6,7,214,"Horse","bfs, travelling salesman, dp"
1514,2,3,2535,"Contest","ad-hoc"
1515,2,2,1230,"Hello Galaxy","ad-hoc"
1516,3,2,996,"Image","ad-hoc"
1517,6,5,472,"Apples","dynamic programming"
1518,2,6,74,"Turtles","ad-hoc"
1519,3,5,402,"Abbreviations","map, stl maps"
1520,4,2,1112,"Screws and Nuts","binary search, union of intervals"
1521,2,3,502,"The Guilty","ad-hoc"
1522,6,4,389,"Stack Game","dynamic programming"
1523,4,3,1067,"Linear Parking Lot","ad-hoc, stack"
1524,6,3,470,"Cafeteria Queue","greed"
1525,7,5,167,"Gruntz","breadth first search, depth first search"
1526,5,8,9,"Transporting Snacks","ad hoc"
1527,4,5,594,"Guilds","union-set"
1528,2,7,6,"Entangled Ropes","topology"
1529,7,4,154,"Max, the Mad","-"
1530,3,9,150,"How Many Substrings?","suffix automaton"
1531,5,5,219,"Fibonacci Again!","linear recurrences"
1532,2,3,511,"Throwing Balls","ad-hoc"
1533,2,2,2370,"Detective Watson","max"
1534,1,1,5898,"Array 123","bidimensional array"
1535,4,5,73,"Couple-Bachelor-Spinster Numbers","string"
